Date,DayOfYear,Kc,ETo (mm/day),Temp Min (°C),Temp Max (°C),Humidity (%),Rainfall (mm),Wind Speed (m/s),Solar Radiation (MJ/m²),ETc (mm/day)
2005-01-18,18,0.4357774788759809,4.99450940656243,11.721308043134654,28.97110768376774,62.96389038550783,6.629031355050341,3.5332753460178266,20.169321205874226,1.7952996202676128
2005-01-19,19,0.41460173812086626,4.75312173395808,11.060300087068537,29.89784705355145,61.73343537111305,6.658811899858185,3.7581754943741887,20.265105662979742,1.8964486078968976
2005-01-20,20,0.4077667931849344,4.5294606926471594,11.818968034643445,29.198860862320863,64.01629468319354,6.440946667521783,4.015553143283164,19.024757877906204,1.945268216857068
2005-01-21,21,0.468556487106523,4.769019762487672,12.146084167444101,29.74253590136037,65.19408221687236,6.481579877546839,3.4777584856048933,19.078785971664598,2.1754231725051274
2005-01-22,22,0.4379376698612215,4.790990728908646,11.6228737466057,31.487189330363197,66.00124206291831,6.524581724968695,3.779058109483805,20.943257276115055,2.1449273206771675
2005-01-23,23,0.4469915326352975,4.808598677650186,12.733624176816738,29.50081283426014,68.93029944562278,6.16877350846298,3.8987928486165457,19.664702145153598,2.357807754190167
2005-01-24,24,0.4203109214097431,4.8288953533307835,11.849114881415906,30.905445506226787,62.354842995117664,6.048037881265962,3.8753822946291443,19.567817567326664,2.0826406185949855
2005-01-25,25,0.4410593533247773,4.8636216978666456,12.465346424170768,30.87776608424275,66.81459942441289,6.293506514272221,4.072921783861865,19.175468411404022,2.448007544332996
2005-01-26,26,0.45728185759710116,4.936544551280058,12.125249512561838,30.682736325850126,64.75896898885989,6.549824457205875,3.6387791580508377,20.477233459006452,2.160508002685712
2005-01-27,27,0.4351342840924537,4.920249857829453,12.344974694462108,31.20390197254236,67.81307334380853,6.4633340734489755,3.7667950404821586,21.22213007055682,2.255190206319425
2005-01-28,28,0.4687323018403012,5.092244932918261,11.311033418353862,30.06455805440668,68.19630302673411,7.066818925537991,4.131326760915485,21.395488268336226,2.504515212779232
2005-01-29,29,0.45224228151759915,5.144664560566252,12.389493382910791,32.28030336577728,65.05559165064322,7.037159165789732,3.6893056780064812,21.80146692323298,2.4638929516170873
2005-01-30,30,0.4614295223289475,4.9513616293599085,11.91981021317718,32.5930421412915,65.64132832042276,7.164405862348523,4.216858660515377,20.991988664782735,2.190925060829023
2005-01-31,31,0.45820834381865055,5.353401229754022,11.9382565681522,31.30250274997085,69.5144666911246,7.258683364130181,4.174685502435119,21.472281737411723,2.609885054126584
2005-02-01,32,0.5102369724561064,4.990516258510997,13.283958071775547,33.18625673272441,68.66930273549895,7.7480885513362665,4.261716049719484,22.12924004308298,2.4691883470522615
2005-02-02,33,0.47583937710571883,4.9056733978933496,12.393370987596937,31.188444751868953,68.4284185753233,7.225797174839084,4.050783927073446,21.95428728259199,2.1146878176481785
2005-02-03,34,0.4578411313472235,5.275320215397543,12.076240360703235,31.892962593447553,70.96275559058675,7.798870961770192,4.273222969215183,21.283566631552098,2.3601382516407368
2005-02-04,35,0.4982995367931049,5.093242709288632,12.462969583364172,32.769444294058424,71.49941786234565,7.626580417149993,3.9684095772405903,22.045219499608923,2.458010620473232
2005-02-05,36,0.4602514689841573,5.3139883332863835,12.069605702919151,31.463137709013786,68.7209165883419,7.998695875514531,4.146365601504228,20.456265664904596,2.3528270758755148
2005-02-06,37,0.4916308965850653,4.8679557841904035,13.481979528939458,30.87841884294616,68.26668254146138,8.30676839911175,4.263206989031296,22.03092885552019,2.8035506608551986
2005-02-07,38,0.4510102588382473,5.54650633372735,12.502880377266843,30.809243543162506,67.59121980248563,7.862382297428426,4.105284855439715,21.674250127462997,2.5349558185224583
2005-02-08,39,0.4663539160030225,5.445686336820394,13.171654332529016,33.65209650430197,71.14027806562105,7.695982710459422,4.353290760457734,23.359440498886045,2.6999647227905523
2005-02-09,40,0.49953197218823553,5.093973597177866,13.643819855318437,31.81869572168089,67.85983606093582,7.7588521884919075,4.110055963135518,21.60805805626791,2.679608957902431
2005-02-10,41,0.5130035310997221,5.120482021794786,12.796332896078734,32.17347767647179,71.96314817626339,7.543932299134474,4.415932429870629,22.5170445926766,2.786901112034736
2005-02-11,42,0.5042625765650727,5.686470667797682,13.367566820531712,31.5785345379495,75.05684626132896,7.591527662380969,4.733375943062426,22.208980435446332,2.9734516037243326
2005-02-12,43,0.5010840454116419,5.292902292006361,12.66274673698724,33.21276738384474,71.48017400293492,8.348546454725437,4.165031607517029,22.20801476372545,2.8256773892313225
2005-02-13,44,0.4998967668257652,5.297954219927377,14.43310374053254,32.01552496965108,71.33967449759518,7.490006492616536,4.43435061475426,22.995227081182005,3.0284882578781884
2005-02-14,45,0.47882951289579845,5.072356710796268,13.752212160031755,32.32483905852893,77.93177403566402,8.823689515340446,4.143024236743355,22.497324955152227,2.872716125903429
2005-02-15,46,0.4964427275812783,5.423783515842721,13.257269880272826,33.00621917566517,77.02369723036122,8.012122381343032,4.322608255210044,24.271124039938098,2.7964308319948534
2005-02-16,47,0.5040243195328044,5.465689415374209,13.031006315901324,32.077802958427725,71.68072191694905,9.558591144937045,4.65025417050435,21.52259912817382,2.8490965464590166
2005-02-17,48,0.536734136409993,5.648702006678539,13.412689008556152,32.82668690947134,74.21364734472095,7.86220292087746,4.449314280988277,23.54206959418549,2.368150431280541
2005-02-18,49,0.5247750706234978,5.303870905287664,13.358409457901637,34.09300659045654,74.97058230208566,8.384747860483403,4.704454979789369,23.096861942504294,2.756730264454365
2005-02-19,50,0.48490864588127536,5.302513130836943,14.541088943371733,33.45055526527637,74.94161438481713,8.14357392566472,4.650363444479584,23.206467596878635,2.8289649836538127
2005-02-20,51,0.5288729320575011,5.661716713746663,13.03346720457477,33.31124200122393,79.21243034323723,7.980647547186238,4.589119778178912,23.550174007493638,2.9467285807269072
2005-02-21,52,0.5168658118986463,5.776356363256684,13.755552653968836,33.455415531095674,75.19821972594325,8.950717873883534,4.419615130038923,24.146666626695687,2.88642045517642
2005-02-22,53,0.5131589786380539,5.350042560210534,13.73262838961793,33.0840304757804,75.83434726532084,7.932698196849987,4.780252106314965,23.682352938488823,2.9656206769076934
2005-02-23,54,0.5410140307045702,5.825594139860951,13.735126232167874,34.942398727158576,77.21218996488294,8.196046576640851,4.725366471493289,24.305517867873053,2.7016257029128443
2005-02-24,55,0.5514360895442089,5.663065927317103,13.789473035527823,32.92197427478383,78.70772204536863,8.869266408241442,4.382748374722755,23.672908454638833,2.675042255677577
2005-02-25,56,0.5514292003356245,5.862068558309969,13.834652102715989,33.75988934754616,78.3266810099619,8.996597326441554,4.514000546742716,22.945395526489385,2.7596318142891305
2005-02-26,57,0.5179580621015264,5.678341400992157,14.368459246599013,33.76066580833322,77.57803429011275,7.989903961430089,4.1759031603311625,23.71796921046575,3.244347263412739
2005-02-27,58,0.5304477209026889,5.271658891825731,14.285098965553333,34.498368106873826,72.61231342854602,9.010481750350547,4.472483374186115,24.7090192995528,2.7777626273600866
2005-02-28,59,0.5450969742263945,5.696405192308396,14.236889708256363,34.63751443080001,75.49543480040563,8.83243182964992,4.699042380216504,23.617812829464693,2.8748803484954686
2005-03-01,60,0.5597719814904253,5.920927719619482,12.58376272984001,33.856881408216836,78.96006324529684,8.360076032677032,4.56974625927128,23.18577510261081,3.042028964024034
2005-03-02,61,0.5324160734818311,5.598876106489541,14.265040810556004,34.16265472240289,77.76445885273452,8.466556448593073,4.631346635020005,24.512453601446225,2.768354046292967
2005-03-03,62,0.5399734487883898,5.700674317110211,13.345404631669199,34.25389326993609,79.40146578564598,7.8939896608849125,5.088051506059639,24.365273662838987,2.904971421738183
2005-03-04,63,0.5231950898013698,5.751318508162686,14.517001817961729,32.37352071308131,82.23559856572797,9.785404362379213,5.032611746521431,23.604696972535265,3.18222181593259
2005-03-05,64,0.5229804241031139,5.2951867612383365,14.962947420418429,32.94257051030843,74.83282112983753,9.478010295259633,4.70703180348734,24.062168668351667,3.0061552246009553
2005-03-06,65,0.5646849776711502,6.096855789786012,13.820582846912343,33.73417489406761,80.76341528707886,8.378457654901478,5.016842612197173,24.156993132089898,3.379819281620105
2005-03-07,66,0.5770358504247612,5.665796605175212,14.183451311302356,33.8217351978939,77.30519365670901,9.44534647839437,5.11488521289828,24.351178853687564,2.8174230937505307
2005-03-08,67,0.5498936824982776,5.920795224594187,14.052499379306207,33.398811601044855,80.62059414498546,8.80291397064607,5.010899056614973,24.87862673274453,3.0595191812760345
2005-03-09,68,0.5727732027939849,5.830404608198557,14.987932243320566,34.904724549572656,78.36841297800746,9.571424680260776,4.961163829995265,24.149483103788917,3.0554830550022767
2005-03-10,69,0.5612493445096096,6.073633774269031,14.459717226811817,34.395790566445804,83.90855749540655,8.907578277773938,5.132453541549087,25.016408954531126,3.139556199490342
2005-03-11,70,0.5423733379653002,5.937598983711318,15.29342751662187,34.28093593077642,79.1123313629255,9.004143853995968,5.0798153117749925,24.149759991631797,2.943227621079655
2005-03-12,71,0.5637074109913649,5.837412345985329,14.676896361941898,33.548416057354046,77.35050744674403,9.070862644995456,4.699175369214619,25.825538842932843,3.0633282028575746
2005-03-13,72,0.5883882961075654,5.733707497725173,14.62091415439575,34.49573478822245,80.12263195890456,8.9170856865337,4.913325299499861,25.884080021188744,3.3059189854837423
2005-03-14,73,0.5580030697696492,6.034886819470486,14.562110057648814,32.608927221027926,80.02013218648896,9.958976707284826,4.852235262888647,24.037998005126614,3.1352519984986382
2005-03-15,74,0.5910481257274789,5.5830215338117934,14.956080935893038,34.48675659172957,82.16765697906102,9.737414316007373,5.199987745143568,23.80271068710656,3.0079996049674973
2005-03-16,75,0.5083393419854829,6.026050057550238,13.724023767703613,34.692110942609276,80.57774206676113,9.372407462767887,4.866566444685674,25.473057667889112,3.551783320412218
2005-03-17,76,0.578094324911293,5.733001255684337,14.642701994120783,34.85994866762705,85.71906324516813,9.846523356944314,4.8416854909112965,24.973121457075525,3.2143590054730597
2005-03-18,77,0.5642620130278825,6.146064279754298,14.587579995216704,33.54403570742178,79.41185549230758,8.559277938554162,5.2024626546854025,25.22302518261416,3.3176312834191197
2005-03-19,78,0.5573482313179843,5.964832539154668,14.998390737129329,34.909596089039866,79.5411862990083,8.775913714751571,5.058586801069916,24.358393122901415,3.350129450570499
2005-03-20,79,0.565913171124659,6.054584821924331,14.568012905622055,33.992319923623405,78.38355395139655,9.63484671624468,5.4327256602802985,24.773470048048907,3.214567494332676
2005-03-21,80,0.5250182030551216,5.9635818144762185,14.166726973402847,34.18905456800889,80.17941042804212,9.780707096772193,4.850716028296142,24.641632164444417,3.0982187246684285
2005-03-22,81,0.5610096128864858,5.652617367858466,14.696445312468406,35.35514331880855,80.61852976192547,9.571238285439398,4.924981681808909,25.146377608522517,3.271723237029232
2005-03-23,82,0.5731204272018499,5.811387090316859,14.174750035836492,36.34420997919671,80.81422077184929,8.51843205175378,5.255554546624836,24.018433950752915,3.123729218590398
2005-03-24,83,0.5960526672051185,6.080305797636576,13.773395482276431,34.89829588651085,80.34750379957931,8.936027151186018,4.785257505437309,24.887632185865154,3.310306080719407
2005-03-25,84,0.5565873248109311,5.997016522613435,15.088296505348097,34.26708753066749,78.72530666226886,9.67717706528791,5.304352100190865,24.04710719991812,3.223111041858136
2005-03-26,85,0.5511819966137441,6.175431730930224,15.025333421772045,35.03278966126713,78.10062705951361,10.678901820952827,4.8079283286515135,24.610774465417787,3.4294251370106537
2005-03-27,86,0.5576569456505627,6.044210213350724,14.978660711445066,35.60563106954937,79.3989127530457,10.090872521883272,5.171196916561232,24.93349518015228,3.0632613590649305
2005-03-28,87,0.5862813242684902,5.810314585338287,15.396385208621792,35.37871610441394,83.1952252166532,10.275170789274684,4.688232382188056,25.392366012746336,3.3818544748589554
2005-03-29,88,0.5747703937171241,5.841665120609466,14.43459056730406,36.97116467545804,83.75661415086472,9.66990567494423,5.064290880879736,25.462060341005117,3.3659370052440787
2005-03-30,89,0.5577630854654135,5.99814460212664,14.062064850479812,34.395512335812626,80.22108071455972,9.670355480178005,4.785801024030411,25.594596396786365,3.2223452034881723
2005-03-31,90,0.5787273363510629,5.582113147403222,14.73358619833885,35.121673164277205,78.08968557844993,8.998804854870496,5.439397169522492,23.93473383710152,3.3879938395041167
2005-04-01,91,0.5704479862270164,6.270337834187821,14.598301734906759,36.09130862159491,80.22901227805973,9.97965085946968,4.846251861818178,25.973190624388682,3.3354501888298005
2005-04-02,92,0.587864518834423,6.057742631077479,14.354745678904386,36.043906224529515,85.61581590029513,9.473445915947757,4.894174335032208,24.557202456422406,3.377528265852202
2005-04-03,93,0.554376481552742,6.192565885049549,14.72766775704795,33.47599031041823,82.89674047881952,9.849596698174063,5.163569013782969,24.60859142777118,3.3660805595371355
2005-04-04,94,0.561730987477869,5.70709841246753,14.463033519149727,34.92424111072,81.7686113076974,9.519587487249492,4.937245265010846,25.226908624844945,3.2708701234393045
2005-04-05,95,0.5602495564032528,6.192779675527011,13.856509895292358,36.02775685480376,82.76635666993994,9.637438507175808,5.192919781877312,24.77060839592812,3.159358586558941
2005-04-06,96,0.5385697686810093,6.360855250551158,14.535883805005454,37.068034191165395,84.16829844581773,9.45019023045407,4.911081408771465,25.279458828345174,3.1552558909455497
2005-04-07,97,0.5734517550542486,5.745390228219044,14.186557856033822,35.423955271824255,77.4500560216483,9.59666937434815,4.892747265246109,25.405536696025088,3.2194432810414972
2005-04-08,98,0.5723807625898982,6.103119957480117,14.849856087754949,34.610162928274384,79.29106347365087,9.97023270797387,5.039644976419566,24.42004400959704,3.3961251572941378
2005-04-09,99,0.5668333692243577,5.966548308720196,14.40302818726139,34.11540683165419,78.89895162379023,8.841236008902646,4.799906645002965,24.83381714336276,3.356630362362889
2005-04-10,100,0.5615520626717827,5.695739087200893,15.25986087194112,36.50688062471876,81.60580042868592,8.717339066100703,5.11451520753823,24.8377058353824,3.4160228981778267
2005-04-11,101,0.5373905024445753,6.042468126704983,15.488378975543222,35.37421903101425,80.47914161407705,9.650790664826907,5.204335482536629,25.64230387828758,3.4284332960587065
2005-04-12,102,0.5566806912335068,6.0960299378728395,15.019143594225804,34.174575246848164,81.88278297620114,10.13663832572923,5.1341409463129,24.564421343418083,3.1983404128100963
2005-04-13,103,0.5575767352913802,5.842824370626023,13.906615572401622,34.63127047790298,78.66789141132529,10.244735412352437,5.145457760664998,24.507577061440298,3.5632091044949314
2005-04-14,104,0.5476648520348588,6.141423882457789,15.391039336215979,34.98758349252082,83.23805522755488,8.787338000621427,4.629832595372987,24.10052774619203,3.2057954714293957
2005-04-15,105,0.5597062123853097,5.646072284386923,15.40657118419938,35.132924502200986,79.56713616637829,9.173557438283954,4.911840814319482,24.15479102904617,3.1328926794191783
2005-04-16,106,0.5701768610339212,5.668532323326875,14.620793386279969,34.02420071965427,81.35788247404093,8.621752606845803,4.950010946264226,23.79672372894544,3.266414981420297
2005-04-17,107,0.5989261150298579,5.942234829885144,15.239819600406545,34.20392499513825,82.48923020790764,9.057972695232639,5.274106353846577,24.243751534559117,3.2843851112688056
2005-04-18,108,0.5637434069469136,5.914852277626231,14.295093386551459,33.39302335023632,82.17226264990032,9.860370337429774,4.861615453417569,25.91146029540262,3.068009225825964
2005-04-19,109,0.564395494433362,5.778175875307289,13.624225867868908,35.36552168627381,80.17669565545935,9.275025998875789,4.510997982429863,25.204791611001067,3.1585409975155874
2005-04-20,110,0.5566916849799285,6.032263848599074,14.14166101058615,34.294611506584374,81.18189999831841,9.070629914756337,4.757423004712762,25.600192655084413,3.1004836880256734
2005-04-21,111,0.5186850916649208,5.974527324423654,15.337766041833756,34.85593154376238,83.33034728892156,9.496498439111269,4.8142038455442835,23.90697633322133,3.191010381718123
2005-04-22,112,0.5553542790429196,6.020834394968666,13.726049680995846,35.525645723985185,80.1389409345718,8.80612361333759,4.5064946418213125,23.123672044612203,3.2922484646730488
2005-04-23,113,0.555857677699234,5.840942828815176,14.428416477529838,34.582097703718226,76.90298289881703,9.954229798432234,5.113089521228996,24.75685442740907,3.101280249386078
2005-04-24,114,0.602631273981142,5.955031674882278,14.41381426956461,34.285608278113024,79.998928209367,9.13994222351469,4.5977718222437165,25.84899777011823,3.232909919425154
2005-04-25,115,0.5481777932090739,5.7626421605527085,14.11194032758058,34.46463464826479,78.29416899177222,8.904962111393008,4.983580884821587,24.064945373413515,2.8880422187642063
2005-04-26,116,0.5566601601583331,6.181761793825389,14.11177453700197,34.31494808616508,72.39050449920164,9.3584163225772,4.6651556545726685,24.448569386109796,3.2635456050182983
2005-04-27,117,0.5484852123636497,5.6748096965369665,14.32964786431176,35.14392373250722,79.17953148262369,9.496570980227078,5.165480432003314,23.155512182417336,3.0228758469211456
2005-04-28,118,0.5243025846874088,6.1651716659722045,13.980890969309998,34.389591666336365,78.1366605084523,9.783553056481045,4.7975364021690785,24.284502630522006,3.007066486411084
2005-04-29,119,0.5689762081090166,5.7946021352817265,13.52000363577476,33.69306304955107,80.52229016071293,8.853915607628753,4.741942429872515,24.113205831006802,3.1420093739865993
2005-04-30,120,0.5595493887412603,5.537430506276669,14.285091828895476,34.8216209208682,75.59462287416054,9.453801496249357,4.925471582979653,22.594237328705027,3.13726813376705
2005-05-01,121,0.558670189975543,5.996372170605793,14.66613987813686,34.89595473842416,73.51470922747835,8.92679098899376,4.604986053783383,23.315456668587533,3.0270625288614608
2005-05-02,122,0.522948963806905,5.767323243257156,14.523882098692312,32.91440267020867,77.45480579316371,8.532862737266404,4.9014326540439095,23.193082712637235,2.8804999813119836
2005-05-03,123,0.567428607461505,5.877209732661971,13.655152128507146,34.99184866439941,77.76058221724507,8.407695793842414,4.674640547061066,22.784370902760134,2.935075114577141
2005-05-04,124,0.5095210775075847,5.92585485275556,13.393564242891019,34.052152049078316,76.82543481310003,8.204915144295088,4.634315006604306,23.350981238932494,3.017368752071988
2005-05-05,125,0.5474305250525504,5.756953867960093,13.823039033672368,33.921755218882126,76.41286191130986,8.334238628169805,4.716246883286713,24.196579883290454,3.06860045301136
2005-05-06,126,0.5775882395537991,5.579984529941462,14.686244060201425,34.390289878198345,73.47369376810913,9.203631564231703,4.4988796058220135,23.278850817277146,2.8291549371369187
2005-05-07,127,0.512005171079387,5.833523779265079,14.184739625074133,33.142319175396636,75.53618166234877,8.953348848057614,4.657401826988787,24.527173671731646,2.8435446773607853
2005-05-08,128,0.5184783219649511,5.647993315312475,14.16399122122065,34.20276710636694,74.76720869777634,7.942412958577119,4.74250137171978,23.332001738335773,2.9799704704369816
2005-05-09,129,0.5297378873510935,5.748410996607893,14.204747113702968,33.13235268721548,78.03620518509997,7.642290889331746,4.197764312017496,23.766525933258844,2.9036162645784604
2005-05-10,130,0.5155687452262365,5.2404125589046835,13.922419449598609,32.2339359829964,76.0553957949359,7.903237738118536,4.850118642578334,23.815414086162814,2.9247636054072226
2005-05-11,131,0.49247182694490305,5.670464400415273,13.721977810879919,32.50979480368919,74.15824385016238,8.015705801066987,4.774287110346099,24.504076384504998,2.4371020310191134
2005-05-12,132,0.5226572693470466,5.464236885099097,13.934180017976836,33.595820789981225,78.85022457692178,8.195101051642183,4.223746211435167,22.754177766084133,2.81272969988656
2005-05-13,133,0.49779557852469714,5.840231272778939,13.285060463505506,32.382976248957995,73.62979877196842,8.86819131816587,4.170667762641058,23.52997332747177,2.9888435607745376
2005-05-14,134,0.5262245380752404,5.642775619097624,12.802041259643143,34.205254634183405,75.3961694304707,7.962604729361444,4.712770132023291,22.4151766999407,2.719632817117629
2005-05-15,135,0.496031313425439,5.556547324831123,13.795272018111781,33.80405773648589,73.30961492023133,9.00466563545491,4.674351739651457,24.30754244279264,2.887211333800908
2005-05-16,136,0.5430423581283608,5.5785662328168755,13.989873956101938,33.82298099527223,77.47419818262117,7.287529297820886,4.622814209042734,22.171584189346056,2.5788183073398727
2005-05-17,137,0.4939599434675284,5.3015857631865755,12.77247609189213,32.83043935641683,73.34443826086363,7.884977342573333,4.192977673592787,23.13733761938371,2.4980728190638537
2005-05-18,138,0.5007233023460996,5.732606978369054,13.66559528516575,32.83794855325954,73.11263419815377,8.383983498596658,4.813221028211459,23.91795938581772,2.813861217831526
2005-05-19,139,0.5209333135356142,5.774530611397696,14.02624130211867,31.66097809979014,72.16685455146151,8.352684943502519,4.276894217809051,21.781653220081576,2.7123098978958677
2005-05-20,140,0.47750377380684517,5.476872829210841,13.136573530854733,33.20055963392416,72.68588589516649,7.706192708106724,4.448635844938443,23.01589735846079,2.64286193115738
2005-05-21,141,0.5040887574267172,5.661174414637553,12.672189068290926,32.644398377988566,74.85328398481998,8.302534318089947,4.425514872272112,21.742777269425485,2.8219192417622874
2005-05-22,142,0.5230620850257789,5.266051398934988,13.070306240004951,32.68654258082918,73.65120210927266,8.144331329890196,4.665121739136306,24.108257166132834,2.602734228491017
2005-05-23,143,0.4621111855207599,5.203798847876933,12.673925434776722,33.424149675445044,71.29349921733265,7.341293281350327,4.348186536962647,20.880763808552164,2.525605656205389
2005-05-24,144,0.4952578844561292,5.325110536965407,12.575144606185024,31.61085866844699,75.10889682929087,7.766819075686953,4.379053135024979,21.058189656989576,2.48429856249578
2005-05-25,145,0.49403075582277056,5.3695139210543825,13.024035886223297,31.86706946222819,72.71583364469551,7.891220283397525,4.254397760123472,21.250373426044703,2.425116370397465
2005-05-26,146,0.5017017951868584,5.202651940563006,11.954875124449153,32.101787248532105,69.12093756743177,7.1743936879567745,4.005341159248215,21.171636352725802,2.642819182661421
2005-05-27,147,0.45852372665612084,5.339207257846451,11.964543277753666,31.05501794696842,66.43684081295493,8.242688127506282,3.7554273310300736,22.261685672878194,2.4866103285810475
2005-05-28,148,0.45401700751316737,5.274828746188146,12.614006338858651,31.50740182104637,68.47913196550473,6.9242942650290225,4.192890593455392,23.10475652960382,2.7097844499760906
2005-05-29,149,0.48799520631328575,5.025016920617844,12.523035754960679,31.908317404457115,70.17762033280063,7.336843777794562,3.8783812150625963,22.520425295203882,1.9892665054063732
2005-05-30,150,0.480593990389868,5.261686211462685,12.631538907739872,31.189083327686575,70.27371459976973,6.577360057716722,4.198633622666808,21.72974107926827,2.623378071681369
2005-05-31,151,0.4767306225029057,5.295851329210237,13.312263576691343,32.299676840533685,71.79956123797001,7.172748533393816,4.129709090147886,21.454647573045925,2.5026972429970353
2005-06-01,152,0.47568561417191224,5.150905668351234,12.369115808226095,30.08397544921389,65.34687544134796,6.522000092914562,4.095549701114047,20.888029636170778,2.400925126516416
2005-06-02,153,0.4521623342829858,5.294337300448061,12.538175613737604,31.93828498663812,66.60101039429527,6.829575454026003,3.8327939240956717,21.516631972212295,2.1713774904638266
2005-06-03,154,0.4673852627708104,4.859433079232119,11.69041818877129,31.480891178973103,64.39475445521089,6.1171586495491646,4.216584590987834,20.959758940981512,2.0830461622057936
2005-06-04,155,0.46555107546048297,5.123845576992764,12.472366406621294,30.44882342366721,63.616816440480605,7.219579821215596,4.075152969072246,21.141935545687076,2.4669809286456856
2005-06-05,156,0.4423250158023892,4.814706564024088,11.760572361289624,30.068512226230315,64.9984278481159,6.924756781007785,3.716703674641226,20.338005005830503,2.3543010002612372
2005-06-06,157,0.49082384550962355,4.797631635025201,11.978123656572807,29.089807061338796,67.07975928328197,7.20898616166007,4.329526133430359,19.881160838809485,2.3247019060462852
2005-06-07,158,0.4598561374741776,4.8539885430101055,11.812629084766126,29.932354583029248,67.69563846334324,6.423502183695941,3.8472411562471716,20.675199179562533,2.242739230672288
2005-06-08,159,0.423400272680058,4.7731229284387755,12.29634669263562,31.189979285437822,63.039673162846476,7.0768940665460445,3.593573059323394,20.541909853547384,2.377824911561546
2005-06-09,160,0.4571809525062872,4.813702044116921,11.066724818911014,30.24783246281813,62.99070574316583,6.458345688974527,3.676161116894042,19.979759571072673,2.1067594710752924
2005-06-10,161,0.4213574000342247,4.843700339784097,10.509754844032356,31.038468724347787,60.18709153348397,6.415877778070094,3.495885834928785,19.734679306056837,2.121978610966171
2005-06-11,162,0.4533724419018133,4.997275471122108,11.44792599256678,29.58737265710336,64.73333131694899,7.32385445478186,4.031931947464092,20.597712788321296,2.121773824502736
2005-06-12,163,0.4575618953178717,4.769514780533509,11.703469449311275,30.45699956556323,61.984178368468775,5.961415646771465,3.9446106021907825,20.400847209366095,2.0879263827973302
2005-06-13,164,0.4147160491129488,4.523274294069475,11.467905150817815,29.27184185136749,67.51992491936174,6.725906654583833,3.844821935524772,21.334089876206917,2.323753436752499
2005-06-14,165,0.4471183737324022,4.965176399640114,11.918115535826985,28.964269950978526,64.00535622730142,6.275974656965532,3.7750705174024097,20.845024247748544,1.8554114868481084
2005-06-15,166,0.43281004087139074,4.5956849495429815,11.446446084372292,29.4820620199818,62.155087787355605,5.675675693475593,3.880481523410123,18.81361548673649,1.7083693034075904
