Kc,ETo (mm/day),Temp Min (°C),Temp Max (°C),Humidity (%),Rainfall (mm),Wind Speed (m/s),Solar Radiation (MJ/m²),ETc (mm/day),DAS,Growth_Phase,Temp_Range,DayOfYear_sin,DayOfYear_cos,Is_Raining
0.3968852754052172,4.343051585917557,10.990038620471209,30.182649759770943,58.26843224736874,5.103771823888419,3.4489099455790093,19.057529441794347,1.940429303412017,10,Seeding,19.192611139299736,0.1882267098432442,0.9821256058680006,1
0.4002145921951363,4.300298302598225,10.146585411783333,28.938008763773304,57.99230812451157,5.451443933984377,3.351458512569627,20.39879726770797,1.694452953913903,11,Seeding,18.79142335198997,0.2051044998686192,0.9787400799669153,1
0.4177318353249714,4.255933148835947,11.241622660281807,27.977424011088907,62.80663811709916,5.631790030193918,3.333766990941108,20.415207897644933,2.362872857799251,12,Seeding,16.7358013508071,0.2219215130041655,0.9750645322571948,1
0.3779772356008516,4.579028698373745,11.335920970854556,28.359971486597622,61.51332652570319,5.122422916641107,3.2110275065739,18.956897614087755,2.199543133119532,13,Seeding,17.024050515743067,0.2386727660059501,0.9711000518829505,1
0.3850805896657943,4.64525041306052,10.292723126757,29.40890282021051,65.90345195867924,5.65707760770604,3.5224094978114,20.336560846881028,2.1609659859557646,14,Seeding,19.11617969345351,0.255353295116187,0.9668478136052775,1
0.4116541682148192,4.61689001737841,11.952553835699348,29.60465770827456,59.24268717972938,6.368393220884548,3.7939475472522446,20.54912943329292,2.0960003658685187,15,Seeding,17.65210387257521,0.2719581575341055,0.9623090774541486,1
0.4059481514622509,4.968804779606764,11.524473772222114,31.0939805740073,61.35107103643354,6.358618676581518,3.802887651553885,20.24230312033544,2.124235222404337,16,Seeding,19.569506801785188,0.288482432880609,0.9574851883550393,1
0.4357774788759809,4.99450940656243,11.721308043134654,28.97110768376774,62.96389038550783,6.629031355050341,3.5332753460178266,20.169321205874223,1.7952996202676128,17,Seeding,17.249799640633086,0.30492122465628907,0.9523775757303974,1
0.4146017381208662,4.75312173395808,11.060300087068535,29.89784705355145,61.73343537111305,6.658811899858185,3.7581754943741887,20.265105662979742,1.8964486078968976,18,Seeding,18.83754696648291,0.3212696616923644,0.9469877530760753,1
0.4077667931849344,4.52946069264716,11.818968034643444,29.198860862320863,64.01629468319354,6.440946667521783,4.015553143283164,19.024757877906204,1.945268216857068,19,Seeding,17.37989282767742,0.3375228995941133,0.9413173175128471,1
0.468556487106523,4.769019762487672,12.1460841674441,29.74253590136037,65.19408221687236,6.481579877546839,3.4777584856048933,19.0787859716646,2.1754231725051274,20,Seeding,17.59645173391627,0.3536761221763716,0.9353679493131483,1
0.4379376698612215,4.790990728908646,11.6228737466057,31.4871893303632,66.00124206291831,6.524581724968695,3.779058109483805,20.94325727611505,2.1449273206771675,21,Seeding,19.864315583757502,0.3697245428906731,0.9291414114031743,1
0.4469915326352975,4.808598677650186,12.733624176816738,29.50081283426014,68.93029944562278,6.16877350846298,3.8987928486165457,19.6647021451536,2.357807754190167,22,Seeding,16.767188657443405,0.38566340624360707,0.9226395488404876,1
0.4203109214097431,4.828895353330784,11.849114881415906,30.905445506226787,62.354842995117664,6.048037881265962,3.875382294629144,19.567817567326664,2.082640618594985,23,Seeding,19.056330624810883,0.401487989205973,0.9158642882672872,1
0.4410593533247773,4.8636216978666456,12.465346424170768,30.87776608424275,66.81459942441289,6.293506514272221,4.072921783861865,19.175468411404022,2.448007544332996,24,Seeding,18.412419660071983,0.4171936026123168,0.9088176373395029,1
0.4572818575971011,4.936544551280058,12.125249512561838,30.68273632585013,64.75896898885989,6.549824457205875,3.6387791580508377,20.47723345900645,2.160508002685712,25,Seeding,18.557486813288293,0.4327755925504312,0.901501684131884,1
0.4351342840924537,4.920249857829453,12.344974694462108,31.20390197254236,67.81307334380853,6.463334073448976,3.766795040482159,21.22213007055682,2.255190206319425,26,Seeding,18.85892727808025,0.4482293417404106,0.893918596519257,1
0.4687323018403012,5.092244932918261,11.311033418353862,30.06455805440668,68.19630302673411,7.066818925537991,4.131326760915485,21.395488268336223,2.504515212779232,27,Seeding,18.75352463605282,0.4635502709028509,0.886070621534138,1
0.4522422815175991,5.144664560566252,12.389493382910793,32.28030336577728,65.05559165064322,7.037159165789732,3.689305678006481,21.80146692323298,2.4638929516170878,28,Seeding,19.890809982866486,0.47873384011578846,0.8779600847008882,1
0.4614295223289475,4.9513616293599085,11.91981021317718,32.5930421412915,65.64132832042276,7.164405862348523,4.216858660515377,20.99198866478273,2.190925060829023,29,Seeding,20.67323192811432,0.4937755501599772,0.869589389346611,1
0.4582083438186505,5.353401229754022,11.9382565681522,31.30250274997085,69.5144666911246,7.258683364130181,4.174685502435119,21.472281737411723,2.609885054126584,30,Vegetative,19.36424618181865,0.5086709438521044,0.8609610158889943,1
0.5102369724561064,4.990516258510997,13.283958071775547,33.18625673272441,68.66930273549895,7.748088551336266,4.261716049719484,22.12924004308298,2.469188347052261,31,Vegetative,19.902298660948862,0.5234156073655503,0.8520775211013093,1
0.4758393771057188,4.9056733978933496,12.393370987596937,31.188444751868957,68.4284185753233,7.225797174839084,4.050783927073446,21.95428728259199,2.1146878176481785,32,Vegetative,18.79507376427202,0.5380051715382996,0.8429415373547828,1
0.4578411313472235,5.275320215397543,12.076240360703236,31.892962593447557,70.96275559058675,7.798870961770192,4.273222969215183,21.283566631552095,2.3601382516407368,33,Vegetative,19.81672223274432,0.5524353131676196,0.8335557718385699,1
0.4982995367931049,5.093242709288632,12.462969583364172,32.769444294058424,71.49941786234565,7.626580417149993,3.9684095772405903,22.045219499608923,2.458010620473232,34,Vegetative,20.306474710694253,0.5667017562911176,0.8239230057575542,1
0.4602514689841573,5.313988333286384,12.069605702919151,31.463137709013782,68.7209165883419,7.998695875514531,4.146365601504228,20.4562656649046,2.3528270758755148,35,Vegetative,19.39353200609463,0.5808002734538009,0.8140460935082178,1
0.4916308965850653,4.867955784190404,13.481979528939458,30.87841884294616,68.26668254146138,8.30676839911175,4.263206989031296,22.03092885552019,2.8035506608551986,36,Vegetative,17.396439314006702,0.5947266869607634,0.8039279618328213,1
0.4510102588382473,5.54650633372735,12.502880377266845,30.809243543162506,67.59121980248563,7.862382297428426,4.105284855439715,21.674250127463,2.5349558185224583,37,Vegetative,18.30636316589566,0.6084768701151261,0.7935716089521474,1
0.4663539160030225,5.445686336820394,13.171654332529016,33.65209650430197,71.14027806562105,7.695982710459422,4.353290760457734,23.359440498886045,2.6999647227905523,38,Vegetative,20.480442171772957,0.6220467484408675,0.7829801036770628,1
0.4995319721882355,5.093973597177866,13.643819855318435,31.81869572168089,67.85983606093582,7.7588521884919075,4.110055963135518,21.60805805626791,2.679608957902431,39,Vegetative,18.174875866362456,0.6354323008901774,0.7721565844991642,1
0.5130035310997221,5.120482021794786,12.796332896078734,32.17347767647179,71.96314817626339,7.543932299134474,4.415932429870629,22.5170445926766,2.786901112034736,40,Vegetative,19.377144780393056,0.6486295610349814,0.7611042586607747,1
0.5042625765650727,5.686470667797682,13.367566820531712,31.5785345379495,75.05684626132896,7.591527662380969,4.733375943062426,22.20898043544633,2.9734516037243326,41,Vegetative,18.210967717417788,0.6616346182422783,0.7498264012045686,1
0.5010840454116419,5.292902292006361,12.66274673698724,33.21276738384474,71.48017400293492,8.348546454725437,4.165031607517029,22.20801476372545,2.8256773892313225,42,Vegetative,20.550020646857504,0.6744436188329455,0.7383263540031065,1
0.4998967668257652,5.297954219927377,14.43310374053254,32.01552496965108,71.33967449759518,7.490006492616536,4.43435061475426,22.995227081182005,3.0284882578781884,43,Vegetative,17.582421229118545,0.6870527672236669,0.7266075247685656,1
0.4788295128957984,5.072356710796268,13.752212160031757,32.32483905852893,77.93177403566402,8.823689515340446,4.143024236743355,22.497324955152227,2.872716125903429,44,Vegetative,18.572626898497173,0.6994583270516471,0.7146733860429609,1
0.4964427275812783,5.423783515842721,13.257269880272826,33.00621917566517,77.02369723036122,8.012122381343032,4.322608255210044,24.271124039938098,2.796430831994853,45,Vegetative,19.748949295392347,0.7116566222817746,0.7025274741691571,1
0.5040243195328044,5.465689415374209,13.031006315901324,32.077802958427725,71.68072191694905,9.558591144937044,4.65025417050435,21.52259912817382,2.849096546459017,46,Vegetative,19.046796642526402,0.7236440382959124,0.6901733882429719,1
0.536734136409993,5.648702006678539,13.412689008556152,32.82668690947134,74.21364734472095,7.86220292087746,4.449314280988277,23.54206959418549,2.368150431280541,47,Vegetative,19.41399790091519,0.7354170229639855,0.6776147890466889,1
0.5247750706234978,5.303870905287664,13.358409457901637,34.09300659045654,74.97058230208566,8.384747860483403,4.704454979789369,23.09686194250429,2.756730264454365,48,Vegetative,20.734597132554903,0.7469720876965552,0.6648553979642865,1
0.4849086458812753,5.302513130836943,14.541088943371731,33.45055526527637,74.94161438481713,8.14357392566472,4.650363444479584,23.206467596878635,2.8289649836538127,49,Vegetative,18.909466321904638,0.7583058084785624,0.6518989958787126,1
0.5288729320575011,5.661716713746663,13.03346720457477,33.31124200122393,79.21243034323723,7.980647547186238,4.589119778178912,23.55017400749364,2.9467285807269072,50,Vegetative,20.27777479664916,0.7694148268839378,0.6387494220515272,1
0.5168658118986463,5.776356363256684,13.755552653968836,33.455415531095674,75.19821972594325,8.950717873883534,4.419615130038923,24.146666626695687,2.88642045517642,51,Vegetative,19.69986287712684,0.7802958510707755,0.6254105729852463,1
0.5131589786380539,5.350042560210534,13.73262838961793,33.0840304757804,75.83434726532084,7.932698196849987,4.780252106314965,23.682352938488823,2.9656206769076934,52,Vegetative,19.351402086162473,0.7909456567567772,0.6118864012687243,1
0.5410140307045702,5.825594139860951,13.735126232167874,34.942398727158576,77.21218996488294,8.196046576640851,4.725366471493289,24.305517867873053,2.7016257029128443,53,Vegetative,21.207272494990704,0.8013610881746766,0.5981809144059164,1
0.5514360895442089,5.663065927317103,13.789473035527823,32.92197427478383,78.70772204536863,8.869266408241442,4.382748374722755,23.672908454638836,2.675042255677577,54,Vegetative,19.132501239256005,0.811539059007361,0.5842981736283684,1
0.5514292003356245,5.862068558309969,13.834652102715989,33.75988934754616,78.3266810099619,8.996597326441554,4.514000546742716,22.945395526489385,2.7596318142891305,55,Vegetative,19.925237244830168,0.8214765533024142,0.5702422926917871,1
0.5179580621015264,5.678341400992157,14.368459246599013,33.76066580833322,77.57803429011275,7.989903961430089,4.1759031603311625,23.71796921046575,3.244347263412739,56,Vegetative,19.39220656173421,0.8311706263658079,0.5560174366570446,1
0.5304477209026889,5.271658891825731,14.285098965553331,34.498368106873826,72.61231342854602,9.010481750350548,4.472483374186115,24.7090192995528,2.7777626273600866,57,Vegetative,20.213269141320495,0.8406184056344782,0.5416278206559814,1
0.5450969742263945,5.696405192308396,14.236889708256363,34.63751443080001,75.49543480040563,8.83243182964992,4.699042380216504,23.617812829464693,2.8748803484954686,58,Vegetative,20.400624722543647,0.8498170915275278,0.5270777086423722,1
0.5597719814904253,5.920927719619482,12.58376272984001,33.85688140821684,78.96006324529684,8.360076032677032,4.56974625927128,23.18577510261081,3.042028964024034,59,Vegetative,21.273118678376832,0.8587639582758029,0.5123714121284237,1
0.5324160734818311,5.598876106489541,14.265040810556004,34.16265472240289,77.76445885273452,8.466556448593073,4.631346635020005,24.512453601446225,2.768354046292967,60,Vegetative,19.89761391184689,0.8674563547295968,0.49751328890718066,1
0.5399734487883898,5.700674317110211,13.3454046316692,34.25389326993609,79.40146578564598,7.893989660884912,5.088051506059639,24.365273662838987,2.904971421738183,61,Vegetative,20.908488638266892,0.8758917051442429,0.48250774176121847,1
0.5231950898013698,5.751318508162686,14.517001817961727,32.37352071308131,82.23559856572797,9.785404362379213,5.032611746521431,23.604696972535265,3.18222181593259,62,Vegetative,17.856518895119585,0.8840675099433636,0.4673592171580022,1
0.5229804241031139,5.2951867612383365,14.962947420418429,32.94257051030843,74.83282112983753,9.478010295259631,4.70703180348734,24.062168668351667,3.0061552246009557,63,Vegetative,17.979623089889998,0.8919813464595485,0.45207220393230435,1
0.5646849776711502,6.096855789786012,13.820582846912345,33.73417489406761,80.76341528707886,8.378457654901478,5.016842612197173,24.156993132089895,3.379819281620105,64,Vegetative,19.913592047155262,0.8996308696522433,0.43665123195606403,1
0.5770358504247612,5.665796605175212,14.183451311302356,33.8217351978939,77.30519365670901,9.44534647839437,5.11488521289828,24.351178853687564,2.8174230937505307,65,Vegetative,19.638283886591545,0.9070138128026359,0.4211008707960896,1
0.5498936824982776,5.920795224594187,14.052499379306209,33.398811601044855,80.62059414498546,8.80291397064607,5.010899056614973,24.87862673274453,3.0595191812760345,66,Vegetative,19.346312221738646,0.9141279881853337,0.40542572835999735,1
0.5727732027939849,5.830404608198557,14.987932243320566,34.904724549572656,78.36841297800746,9.571424680260776,4.961163829995265,24.14948310378892,3.0554830550022767,67,Vegetative,19.91679230625209,0.9209712877166346,0.38963044953078796,1
0.5612493445096096,6.073633774269031,14.459717226811817,34.395790566445804,83.90855749540655,8.907578277773938,5.132453541549087,25.016408954531126,3.139556199490342,68,Vegetative,19.936073339633985,0.9275416835791966,0.37371971479046906,1
0.5423733379653002,5.937598983711318,15.29342751662187,34.28093593077642,79.1123313629255,9.004143853995968,5.0798153117749925,24.1497599916318,2.943227621079655,69,Vegetative,18.987508414154554,0.9338372288229252,0.35769823883312546,1
0.5637074109913649,5.837412345985329,14.676896361941898,33.548416057354046,77.35050744674403,9.070862644995456,4.699175369214619,25.825538842932843,3.0633282028575746,70,Vegetative,18.871519695412147,0.9398560579418954,0.3415707691678556,1
0.5883882961075654,5.733707497725173,14.62091415439575,34.49573478822245,80.12263195890456,8.9170856865337,4.913325299499861,25.884080021188744,3.3059189854837423,71,Vegetative,19.8748206338267,0.9455963874271426,0.3253420847119801,1
0.5580030697696492,6.034886819470486,14.562110057648814,32.608927221027926,80.02013218648896,9.958976707284826,4.852235262888647,24.03799800512661,3.1352519984986382,72,Vegetative,18.04681716337911,0.9510565162951535,0.30901699437494745,1
0.5910481257274789,5.5830215338117934,14.956080935893038,34.48675659172957,82.16765697906102,9.737414316007373,5.199987745143568,23.80271068710656,3.0079996049674973,73,Vegetative,19.530675655836536,0.9562348265919056,0.29260033563334836,1
0.5083393419854829,6.026050057550238,13.724023767703612,34.69211094260928,80.57774206676113,9.372407462767889,4.866566444685674,25.473057667889112,3.551783320412218,74,Vegetative,20.96808717490567,0.9611297838723007,0.27609697309746883,1
0.578094324911293,5.733001255684337,14.642701994120785,34.85994866762705,85.71906324516813,9.846523356944314,4.8416854909112965,24.973121457075525,3.21435900547306,75,Vegetative,20.217246673506267,0.9657399376548549,0.2595117970697999,1
0.5642620130278825,6.146064279754298,14.587579995216704,33.54403570742178,79.41185549230758,8.559277938554162,5.2024626546854025,25.22302518261416,3.31763128341912,76,Vegetative,18.956455712205074,0.9700639218515071,0.2428497220959356,1
0.5573482313179843,5.964832539154668,14.998390737129329,34.909596089039866,79.5411862990083,8.775913714751571,5.058586801069916,24.35839312290141,3.350129450570499,77,Vegetative,19.91120535191054,0.9741004551724205,0.22611568550828828,1
0.565913171124659,6.054584821924331,14.568012905622057,33.992319923623405,78.38355395139655,9.63484671624468,5.4327256602802985,24.773470048048907,3.214567494332676,78,Vegetative,19.42430701800135,0.9778483415056568,0.20931464596304847,1
0.5250182030551216,5.9635818144762185,14.166726973402849,34.18905456800889,80.17941042804212,9.780707096772192,4.850716028296142,24.641632164444417,3.0982187246684285,79,Vegetative,20.022327594606043,0.9813064702716093,0.19245158197082998,1
0.5610096128864858,5.652617367858466,14.696445312468406,35.35514331880855,80.61852976192547,9.571238285439398,4.924981681808909,25.14637760852252,3.271723237029232,80,Vegetative,20.658698006340146,0.9844738167520922,0.1755314904214282,1
0.5731204272018499,5.811387090316859,14.174750035836492,36.34420997919671,80.81422077184929,8.51843205175378,5.255554546624836,24.018433950752915,3.123729218590398,81,Vegetative,22.16945994336022,0.9873494423939864,0.15855938510313478,1
0.5960526672051185,6.080305797636576,13.773395482276433,34.89829588651085,80.34750379957931,8.936027151186018,4.785257505437309,24.887632185865154,3.310306080719407,82,Vegetative,21.124900404234417,0.989932495087353,0.141540295217043,1
0.5565873248109311,5.997016522613435,15.088296505348096,34.26708753066749,78.72530666226886,9.67717706528791,5.304352100190865,24.04710719991812,3.223111041858136,83,Vegetative,19.17879102531939,0.9922222094179323,0.12447926388678915,1
0.5511819966137441,6.175431730930224,15.025333421772045,35.03278966126713,78.10062705951361,10.678901820952827,4.8079283286515135,24.610774465417787,3.4294251370106537,84,Vegetative,20.007456239495085,0.994217906893952,0.10738134666416309,1
0.5576569456505627,6.044210213350724,14.978660711445066,35.60563106954937,79.3989127530457,10.090872521883272,5.171196916561232,24.93349518015228,3.0632613590649305,85,Vegetative,20.626970358104302,0.995918996147179,0.09025161003104117,1
0.5862813242684902,5.810314585338287,15.396385208621792,35.37871610441394,83.1952252166532,10.275170789274684,4.688232382188056,25.392366012746336,3.3818544748589554,86,Vegetative,19.982330895792145,0.9973249731081555,0.07309512989807777,1
0.5747703937171241,5.841665120609466,14.43459056730406,36.97116467545804,83.75661415086472,9.66990567494423,5.064290880879736,25.46206034100512,3.3659370052440787,87,Vegetative,22.53657410815398,0.9984354211555643,0.055916990100603484,1
0.5577630854654135,5.99814460212664,14.062064850479812,34.395512335812626,80.22108071455972,9.670355480178005,4.785801024030411,25.594596396786365,3.2223452034881723,88,Vegetative,20.33344748533281,0.9992500112396835,0.03872228089217446,1
0.5787273363510629,5.582113147403222,14.73358619833885,35.121673164277205,78.08968557844993,8.998804854870496,5.439397169522492,23.93473383710152,3.3879938395041167,89,Vegetative,20.388086965938356,0.9997685019798909,0.021516097436222254,1
0.5704479862270164,6.270337834187821,14.59830173490676,36.09130862159491,80.22901227805973,9.97965085946968,4.846251861818178,25.97319062438868,3.3354501888298005,90,Reproductive,21.49300688668815,0.9999907397361901,0.004303538296244289,1
0.587864518834423,6.057742631077479,14.354745678904386,36.04390622452952,85.61581590029513,9.473445915947757,4.894174335032208,24.55720245642241,3.377528265852202,91,Reproductive,21.689160545625136,0.9999166586547379,-0.01291029607500882,1
0.554376481552742,6.192565885049549,14.72766775704795,33.47599031041823,82.89674047881952,9.849596698174064,5.163569013782969,24.60859142777118,3.3660805595371355,92,Reproductive,18.748322553370283,0.9995462806873573,-0.030120304846908114,1
0.561730987477869,5.70709841246753,14.463033519149729,34.92424111072,81.7686113076974,9.519587487249492,4.937245265010846,25.226908624844945,3.2708701234393045,93,Reproductive,20.46120759157027,0.9988797155850336,-0.04732138832243185,1
0.5602495564032528,6.192779675527011,13.856509895292358,36.02775685480376,82.76635666993994,9.637438507175808,5.192919781877312,24.77060839592812,3.159358586558941,94,Reproductive,22.171246959511404,0.9979171608653922,-0.06450844944931623,1
0.5385697686810093,6.360855250551158,14.535883805005454,37.0680341911654,84.16829844581773,9.45019023045407,4.911081408771465,25.279458828345174,3.1552558909455497,95,Reproductive,22.532150386159948,0.9966589017541702,-0.08167639533042241,1
0.5734517550542486,5.745390228219044,14.186557856033822,35.423955271824255,77.4500560216483,9.59666937434815,4.892747265246109,25.405536696025088,3.219443281041497,96,Reproductive,21.237397415790433,0.9951053111006976,-0.09882013873287143,1
0.5723807625898982,6.103119957480117,14.849856087754947,34.610162928274384,79.29106347365087,9.97023270797387,5.039644976419566,24.42004400959704,3.3961251572941378,97,Reproductive,19.760306840519437,0.9932568492674143,-0.11593459959550041,1
0.5668333692243577,5.966548308720196,14.40302818726139,34.11540683165419,78.89895162379023,8.841236008902646,4.799906645002965,24.83381714336276,3.356630362362889,98,Reproductive,19.7123786443928,0.9911140639934547,-0.1330147065341959,1
0.5615520626717827,5.695739087200893,15.25986087194112,36.50688062471876,81.60580042868592,8.717339066100703,5.11451520753823,24.8377058353824,3.4160228981778267,99,Reproductive,21.24701975277764,0.9886775902323405,-0.1500553983446526,1
0.5373905024445753,6.042468126704983,15.488378975543222,35.37421903101425,80.47914161407705,9.650790664826909,5.204335482536629,25.64230387828758,3.4284332960587065,100,Reproductive,19.88584005547103,0.9859481499638304,-0.16705162550211924,1
0.5566806912335068,6.09602993787284,15.019143594225804,34.174575246848164,81.88278297620114,10.13663832572923,5.1341409463129,24.564421343418083,3.1983404128100963,101,Reproductive,19.15543165262236,0.9829265519799822,-0.18399835165768005,1
0.5575767352913802,5.842824370626023,13.906615572401622,34.63127047790298,78.66789141132529,10.244735412352435,5.145457760664998,24.507577061440298,3.5632091044949314,102,Reproductive,20.72465490550136,0.9796136916454901,-0.20089055513063506,1
0.5476648520348588,6.141423882457789,15.39103933621598,34.98758349252082,83.23805522755488,8.787338000621427,4.629832595372987,24.10052774619203,3.205795471429396,103,Reproductive,19.596544156304837,0.9760105506323683,-0.21772323039653177,1
0.5597062123853097,5.646072284386923,15.40657118419938,35.132924502200986,79.56713616637829,9.173557438283954,4.911840814319482,24.15479102904617,3.1328926794191783,104,Reproductive,19.726353318001607,0.9721181966290613,-0.23449138957040985,1
0.5701768610339212,5.668532323326875,14.620793386279969,34.02420071965427,81.35788247404093,8.621752606845803,4.950010946264226,23.79672372894544,3.266414981420297,105,Reproductive,19.403407333374297,0.9679377830240642,-0.25119006388481935,1
0.5989261150298579,5.942234829885144,15.239819600406545,34.20392499513825,82.48923020790764,9.05797269523264,5.274106353846577,24.24375153455912,3.2843851112688056,106,Reproductive,18.964105394731707,0.9634705485641488,-0.2678143051621742,1
0.5637434069469136,5.914852277626231,14.29509338655146,33.39302335023632,82.17226264990032,9.860370337429774,4.861615453417569,25.91146029540262,3.068009225825964,107,Reproductive,19.09792996368486,0.9587178169872964,-0.2843591872810034,1
0.564395494433362,5.778175875307289,13.624225867868908,35.36552168627381,80.17669565545935,9.275025998875789,4.510997982429863,25.204791611001067,3.158540997515588,108,Reproductive,21.7412958184049,0.9536809966304457,-0.30081980763566735,1
0.5566916849799285,6.032263848599074,14.14166101058615,34.294611506584374,81.18189999831841,9.070629914756337,4.757423004712762,25.600192655084413,3.100483688025673,109,Reproductive,20.152950495998226,0.9483615800121715,-0.3171912885891061,1
0.5186850916649208,5.974527324423654,15.337766041833756,34.85593154376238,83.33034728892156,9.496498439111267,4.814203845544284,23.90697633322133,3.191010381718123,110,Reproductive,19.518165501928625,0.9427611433904207,-0.3334687789181868,1
0.5553542790429196,6.020834394968666,13.726049680995846,35.525645723985185,80.1389409345718,8.80612361333759,4.5064946418213125,23.123672044612203,3.2922484646730488,111,Reproductive,21.79959604298934,0.9368813462954315,-0.3496474552512284,1
0.555857677699234,5.840942828815176,14.428416477529838,34.582097703718226,76.90298289881703,9.954229798432234,5.113089521228996,24.75685442740907,3.101280249386078,112,Reproductive,20.15368122618839,0.9307239310379795,-0.36572252349726897,1
0.602631273981142,5.955031674882278,14.41381426956461,34.285608278113024,79.998928209367,9.13994222351469,4.5977718222437165,25.84899777011823,3.232909919425154,113,Reproductive,19.871794008548413,0.9242907221930934,-0.3816892202666588,1
0.5481777932090739,5.7626421605527085,14.11194032758058,34.46463464826479,78.29416899177222,8.904962111393008,4.983580884821587,24.064945373413515,2.8880422187642063,114,Reproductive,20.35269432068421,0.9175836260593937,-0.39754281428255595,1
0.5566601601583331,6.181761793825389,14.11177453700197,34.31494808616508,72.39050449920164,9.3584163225772,4.6651556545726685,24.4485693861098,3.2635456050182983,115,Reproductive,20.20317354916311,0.9106046300942163,-0.4132786077829042,1
0.5484852123636497,5.674809696536967,14.32964786431176,35.14392373250722,79.17953148262369,9.496570980227078,5.165480432003314,23.155512182417336,3.0228758469211456,116,Reproductive,20.81427586819546,0.9033558023246845,-0.4288919379124835,1
0.5243025846874088,6.1651716659722045,13.980890969309998,34.389591666336365,78.1366605084523,9.783553056481043,4.797536402169079,24.28450263052201,3.007066486411084,117,Reproductive,20.40870069702637,0.895839290734909,-0.4443781781046132,1
0.5689762081090166,5.794602135281727,13.52000363577476,33.69306304955107,80.52229016071293,8.853915607628753,4.741942429872515,24.1132058310068,3.1420093739865997,118,Reproductive,20.17305941377631,0.8880573226294932,-0.45973273945210397,1
0.5595493887412603,5.537430506276669,14.285091828895476,34.8216209208682,75.59462287416054,9.453801496249357,4.925471582979653,22.594237328705027,3.13726813376705,119,Reproductive,20.536529091972724,0.8800122039735357,-0.47495107206704995,1
0.558670189975543,5.996372170605793,14.66613987813686,34.89595473842416,73.51470922747835,8.92679098899376,4.604986053783383,23.315456668587533,3.0270625288614608,120,Reproductive,20.2298148602873,0.8717063187093219,-0.49002866642905923,1
0.522948963806905,5.767323243257156,14.523882098692312,32.91440267020867,77.45480579316371,8.532862737266404,4.9014326540439095,23.193082712637235,2.880499981311984,121,Reproductive,18.39052057151636,0.8631421280499114,-0.5049610547215204,1
0.567428607461505,5.877209732661971,13.655152128507146,34.99184866439941,77.76058221724507,8.407695793842414,4.674640547061066,22.78437090276013,2.935075114577141,122,Reproductive,21.336696535892266,0.854322169749827,-0.5197438121555155,1
0.5095210775075847,5.92585485275556,13.39356424289102,34.05215204907832,76.82543481310003,8.204915144295088,4.634315006604306,23.35098123893249,3.017368752071988,123,Reproductive,20.658587806187303,0.8452490573530633,-0.5343725582809786,1
0.5474305250525504,5.756953867960093,13.823039033672368,33.921755218882126,76.41286191130986,8.334238628169805,4.716246883286713,24.19657988329045,3.06860045301136,124,Reproductive,20.09871618520976,0.8359254794186372,-0.548842958284719,1
